,NAME_x,B03002_001E,B03002_002E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_010E,B03002_011E,B03002_012E,B03002_013E,B03002_014E,tract,block group,S0601_C01_047E,S1501_C01_006E,S1501_C01_014E,S1501_C01_015E,S2801_C01_001E,S2801_C01_002E,S2801_C01_012E,pct_white,pct_black,pct_native,pct_asian,pct_hisp,pct_other,median_income,pct_college,pct_hs_grad,pct_device_access,pct_internet_access,GEOID,GEOID_tract
137,"Block Group 2, Census Tract 4067, Alameda County, California",541,441,338,0,0,103,0,0,0,0,0,100,39,0,406700,2,44621,4196,3682,2309,2178,2016,1833,0.6247689463955638,0.0,0.0,0.19038817005545286,0.18484288354898337,0.0,44621,0.5502859866539561,0.8775023832221163,0.9256198347107438,0.8415977961432507,60014067002,6001406700
138,"Block Group 1, Census Tract 4067, Alameda County, California",1277,1128,929,67,0,48,0,49,35,0,35,149,149,0,406700,1,44621,4196,3682,2309,2178,2016,1833,0.7274862960062647,0.052466718872357085,0.0,0.037588097102584185,0.11667971808927173,0.09318715740015662,44621,0.5502859866539561,0.8775023832221163,0.9256198347107438,0.8415977961432507,60014067001,6001406700
139,"Block Group 4, Census Tract 4067, Alameda County, California",875,781,265,281,34,112,0,0,89,0,89,94,94,0,406700,4,44621,4196,3682,2309,2178,2016,1833,0.3028571428571429,0.3211428571428571,0.038857142857142854,0.128,0.10742857142857143,0.20342857142857143,44621,0.5502859866539561,0.8775023832221163,0.9256198347107438,0.8415977961432507,60014067004,6001406700
140,"Block Group 3, Census Tract 4067, Alameda County, California",1892,1605,523,350,0,646,0,0,86,0,86,287,61,17,406700,3,44621,4196,3682,2309,2178,2016,1833,0.27642706131078226,0.1849894291754757,0.0,0.34143763213530653,0.15169133192389006,0.09090909090909091,44621,0.5502859866539561,0.8775023832221163,0.9256198347107438,0.8415977961432507,60014067003,6001406700
141,"Block Group 5, Census Tract 4067, Alameda County, California",574,491,273,50,0,150,0,0,18,0,18,83,83,0,406700,5,44621,4196,3682,2309,2178,2016,1833,0.47560975609756095,0.08710801393728224,0.0,0.2613240418118467,0.1445993031358885,0.0627177700348432,44621,0.5502859866539561,0.8775023832221163,0.9256198347107438,0.8415977961432507,60014067005,6001406700
142,"Block Group 3, Census Tract 4086, Alameda County, California",1383,473,21,404,0,0,0,0,48,0,48,910,140,0,408600,3,25211,4147,2684,787,1811,1603,1317,0.015184381778741865,0.292118582791034,0.0,0.0,0.6579898770788142,0.06941431670281996,25211,0.18977574149987944,0.6472148541114059,0.8851463279955826,0.7272225289895086,60014086003,6001408600
143,"Block Group 4, Census Tract 4086, Alameda County, California",1123,689,56,411,12,210,0,0,0,0,0,434,62,0,408600,4,25211,4147,2684,787,1811,1603,1317,0.04986642920747997,0.3659839715048976,0.01068566340160285,0.18699910952804988,0.38646482635796975,0.0,25211,0.18977574149987944,0.6472148541114059,0.8851463279955826,0.7272225289895086,60014086004,6001408600
144,"Block Group 1, Census Tract 4086, Alameda County, California",1889,820,71,561,7,54,0,0,127,0,127,1069,100,7,408600,1,25211,4147,2684,787,1811,1603,1317,0.037586024351508734,0.29698253043938594,0.0037056643726839597,0.028586553732133403,0.5659078877713075,0.13446267866596082,25211,0.18977574149987944,0.6472148541114059,0.8851463279955826,0.7272225289895086,60014086001,6001408600
145,"Block Group 2, Census Tract 4086, Alameda County, California",2701,1399,87,1121,0,38,0,0,153,0,153,1302,412,22,408600,2,25211,4147,2684,787,1811,1603,1317,0.03221029248426509,0.4150314698259904,0.0,0.014068863383931877,0.4820436875231396,0.11329137356534617,25211,0.18977574149987944,0.6472148541114059,0.8851463279955826,0.7272225289895086,60014086002,6001408600
146,"Block Group 3, Census Tract 4090, Alameda County, California",2197,848,43,699,0,65,6,0,35,0,35,1349,228,0,409000,3,24375,2783,1920,458,1135,967,850,0.01957214383249886,0.31816112881201636,0.0,0.029585798816568046,0.6140191169776968,0.03459262630860264,24375,0.1645706072583543,0.689902982393101,0.8519823788546256,0.748898678414097,60014090003,6001409000
147,"Block Group 4, Census Tract 4090, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,409000,4,24375,2783,1920,458,1135,967,850,0.0,0.0,0.0,0.0,0.0,0.0,24375,0.1645706072583543,0.689902982393101,0.8519823788546256,0.748898678414097,60014090004,6001409000
148,"Block Group 1, Census Tract 4090, Alameda County, California",2490,1330,51,939,0,156,0,52,132,132,0,1160,118,0,409000,1,24375,2783,1920,458,1135,967,850,0.020481927710843374,0.37710843373493974,0.0,0.06265060240963856,0.46586345381526106,0.12690763052208837,24375,0.1645706072583543,0.689902982393101,0.8519823788546256,0.748898678414097,60014090001,6001409000
149,"Block Group 2, Census Tract 4090, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,409000,2,24375,2783,1920,458,1135,967,850,0.0,0.0,0.0,0.0,0.0,0.0,24375,0.1645706072583543,0.689902982393101,0.8519823788546256,0.748898678414097,60014090002,6001409000
150,"Block Group 1, Census Tract 4098, Alameda County, California",1011,809,301,391,10,19,0,45,43,0,43,202,169,31,409800,1,36783,2540,2234,905,1294,1172,1093,0.29772502472799206,0.3867457962413452,0.009891196834817012,0.018793273986152326,0.19980217606330367,0.12957467853610286,36783,0.3562992125984252,0.8795275590551181,0.9057187017001546,0.8446676970633694,60014098001,6001409800
151,"Block Group 2, Census Tract 4098, Alameda County, California",1836,1641,304,1123,0,96,0,35,83,0,83,195,29,0,409800,2,36783,2540,2234,905,1294,1172,1093,0.1655773420479303,0.6116557734204793,0.0,0.05228758169934641,0.10620915032679738,0.10947712418300654,36783,0.3562992125984252,0.8795275590551181,0.9057187017001546,0.8446676970633694,60014098002,6001409800
152,"Block Group 3, Census Tract 4098, Alameda County, California",669,626,112,430,0,35,0,0,49,0,49,43,10,0,409800,3,36783,2540,2234,905,1294,1172,1093,0.16741405082212257,0.6427503736920778,0.0,0.052316890881913304,0.06427503736920777,0.14648729446935724,36783,0.3562992125984252,0.8795275590551181,0.9057187017001546,0.8446676970633694,60014098003,6001409800
153,"Block Group 3, Census Tract 4100, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,410000,3,50417,2570,2485,1432,1227,1104,1089,0.0,0.0,0.0,0.0,0.0,0.0,50417,0.5571984435797666,0.9669260700389105,0.8997555012224939,0.8875305623471883,60014100003,6001410000
154,"Block Group 2, Census Tract 4100, Alameda County, California",2257,2079,504,1197,8,44,0,32,294,0,294,178,47,10,410000,2,50417,2570,2485,1432,1227,1104,1089,0.22330527248560036,0.5303500221533008,0.003544528134692069,0.01949490474080638,0.07886575099689853,0.27470093043863536,50417,0.5571984435797666,0.9669260700389105,0.8997555012224939,0.8875305623471883,60014100002,6001410000
155,"Block Group 1, Census Tract 4100, Alameda County, California",985,863,431,104,0,114,29,12,173,10,163,122,72,0,410000,1,50417,2570,2485,1432,1227,1104,1089,0.43756345177664974,0.10558375634517767,0.0,0.11573604060913706,0.12385786802030457,0.3928934010152284,50417,0.5571984435797666,0.9669260700389105,0.8997555012224939,0.8875305623471883,60014100001,6001410000
156,"Block Group 4, Census Tract 4212, Alameda County, California",768,735,641,0,0,47,0,0,47,0,47,33,27,0,421200,4,71069,2848,2814,2539,1466,1445,1434,0.8346354166666666,0.0,0.0,0.061197916666666664,0.04296875,0.12239583333333333,71069,0.891502808988764,0.988061797752809,0.985675306957708,0.9781718963165075,60014212004,6001421200
157,"Block Group 3, Census Tract 4212, Alameda County, California",665,641,433,28,0,34,0,25,121,0,121,24,24,0,421200,3,71069,2848,2814,2539,1466,1445,1434,0.6511278195488722,0.042105263157894736,0.0,0.05112781954887218,0.03609022556390978,0.40150375939849625,71069,0.891502808988764,0.988061797752809,0.985675306957708,0.9781718963165075,60014212003,6001421200
158,"Block Group 2, Census Tract 4212, Alameda County, California",1444,1398,1112,0,4,110,0,0,172,0,172,46,29,0,421200,2,71069,2848,2814,2539,1466,1445,1434,0.7700831024930748,0.0,0.002770083102493075,0.07617728531855955,0.03185595567867036,0.23822714681440443,71069,0.891502808988764,0.988061797752809,0.985675306957708,0.9781718963165075,60014212002,6001421200
159,"Block Group 1, Census Tract 4212, Alameda County, California",717,672,433,20,0,173,0,0,46,0,46,45,27,0,421200,1,71069,2848,2814,2539,1466,1445,1434,0.603905160390516,0.02789400278940028,0.0,0.2412831241283124,0.06276150627615062,0.12831241283124128,71069,0.891502808988764,0.988061797752809,0.985675306957708,0.9781718963165075,60014212001,6001421200
160,"Block Group 1, Census Tract 4073, Alameda County, California",1297,430,51,145,0,210,0,0,24,0,24,867,439,0,407300,1,22669,1695,1053,301,730,660,560,0.03932151117964534,0.1117964533538936,0.0,0.16191210485736315,0.6684656900539707,0.03700848111025443,22669,0.1775811209439528,0.6212389380530974,0.9041095890410958,0.7671232876712328,60014073001,6001407300
161,"Block Group 2, Census Tract 4073, Alameda County, California",1123,448,235,121,3,26,12,0,51,0,51,675,340,0,407300,2,22669,1695,1053,301,730,660,560,0.20926090828138913,0.10774710596616206,0.0026714158504007124,0.02315227070347284,0.6010685663401603,0.10151380231522707,22669,0.1775811209439528,0.6212389380530974,0.9041095890410958,0.7671232876712328,60014073002,6001407300
162,"Block Group 1, Census Tract 4380, Alameda County, California",2677,2065,614,282,0,1080,25,0,64,46,18,612,99,10,438000,1,43598,2874,2639,1010,1145,1109,1069,0.22936122525214792,0.10534180052297348,0.0,0.40343668285394096,0.22861412028389988,0.05715353007097497,43598,0.35142658315935976,0.918232428670842,0.9685589519650655,0.9336244541484716,60014380001,6001438000
163,"Block Group 2, Census Tract 4380, Alameda County, California",1275,821,462,34,0,219,0,0,106,0,106,454,258,0,438000,2,43598,2874,2639,1010,1145,1109,1069,0.3623529411764706,0.02666666666666667,0.0,0.17176470588235293,0.356078431372549,0.16627450980392156,43598,0.35142658315935976,0.918232428670842,0.9685589519650655,0.9336244541484716,60014380002,6001438000
164,"Block Group 1, Census Tract 4403.07, Alameda County, California",2650,2020,621,224,10,1069,28,0,68,0,68,630,34,0,440307,1,32004,3626,3281,1260,1690,1567,1445,0.23433962264150943,0.08452830188679246,0.0037735849056603774,0.4033962264150943,0.23773584905660378,0.061886792452830186,32004,0.3474903474903475,0.904853833425262,0.9272189349112426,0.8550295857988166,60014403071,6001440307
165,"Block Group 2, Census Tract 4403.07, Alameda County, California",1312,1196,176,0,0,959,0,0,61,0,61,116,16,0,440307,2,32004,3626,3281,1260,1690,1567,1445,0.13414634146341464,0.0,0.0,0.7309451219512195,0.08841463414634146,0.09298780487804878,32004,0.3474903474903475,0.904853833425262,0.9272189349112426,0.8550295857988166,60014403072,6001440307
166,"Block Group 3, Census Tract 4403.07, Alameda County, California",786,636,108,0,0,497,0,0,31,0,31,150,25,0,440307,3,32004,3626,3281,1260,1690,1567,1445,0.13740458015267176,0.0,0.0,0.6323155216284987,0.19083969465648856,0.07888040712468193,32004,0.3474903474903475,0.904853833425262,0.9272189349112426,0.8550295857988166,60014403073,6001440307
167,"Block Group 3, Census Tract 4414.01, Alameda County, California",1013,984,149,0,25,793,0,0,17,0,17,29,14,0,441401,3,45148,5297,4681,2270,2385,2261,2238,0.14708785784797632,0.0,0.024679170779861797,0.7828232971372162,0.028627838104639685,0.03356367226061204,45148,0.4285444591278082,0.8837077591089296,0.9480083857442348,0.9383647798742139,60014414013,6001441401
168,"Block Group 1, Census Tract 4414.01, Alameda County, California",1838,1724,509,0,0,1006,56,0,153,0,153,114,0,0,441401,1,45148,5297,4681,2270,2385,2261,2238,0.2769314472252448,0.0,0.0,0.5473340587595212,0.062023939064200215,0.1969532100108814,45148,0.4285444591278082,0.8837077591089296,0.9480083857442348,0.9383647798742139,60014414011,6001441401
169,"Block Group 2, Census Tract 4414.01, Alameda County, California",2644,2282,593,5,0,1449,24,0,211,0,211,362,99,0,441401,2,45148,5297,4681,2270,2385,2261,2238,0.22428139183055976,0.0018910741301059002,0.0,0.5480332829046899,0.13691376701966718,0.1686838124054463,45148,0.4285444591278082,0.8837077591089296,0.9480083857442348,0.9383647798742139,60014414012,6001441401
170,"Block Group 4, Census Tract 4414.01, Alameda County, California",2587,2287,411,88,0,1663,77,0,48,0,48,300,35,30,441401,4,45148,5297,4681,2270,2385,2261,2238,0.15887127947429455,0.034016235021260145,0.0,0.6428295322767684,0.11596443757247778,0.06687282566679552,45148,0.4285444591278082,0.8837077591089296,0.9480083857442348,0.9383647798742139,60014414014,6001441401
171,"Block Group 2, Census Tract 4416.01, Alameda County, California",2845,2517,748,425,0,1219,0,21,104,13,91,328,151,0,441601,2,50886,3614,3223,1319,1468,1434,1364,0.26291739894551847,0.14938488576449913,0.0,0.42847100175746927,0.11528998242530755,0.0804920913884007,50886,0.36496956281128945,0.8918096292197012,0.9768392370572208,0.9291553133514986,60014416012,6001441601
172,"Block Group 1, Census Tract 4416.01, Alameda County, California",622,580,219,10,0,341,10,0,0,0,0,42,42,0,441601,1,50886,3614,3223,1319,1468,1434,1364,0.3520900321543408,0.01607717041800643,0.0,0.5482315112540193,0.06752411575562701,0.01607717041800643,50886,0.36496956281128945,0.8918096292197012,0.9768392370572208,0.9291553133514986,60014416011,6001441601
173,"Block Group 3, Census Tract 4416.01, Alameda County, California",1515,1047,405,15,16,393,198,11,9,0,9,468,107,0,441601,3,50886,3614,3223,1319,1468,1434,1364,0.26732673267326734,0.009900990099009901,0.010561056105610561,0.2594059405940594,0.3089108910891089,0.14983498349834984,50886,0.36496956281128945,0.8918096292197012,0.9768392370572208,0.9291553133514986,60014416013,6001441601
174,"Block Group 1, Census Tract 4428, Alameda County, California",2952,2459,911,43,4,1373,0,9,119,34,85,493,189,0,442800,1,43428,2097,1876,903,940,904,874,0.30860433604336046,0.014566395663956639,0.0013550135501355014,0.46510840108401086,0.16700542005420055,0.0836720867208672,43428,0.43061516452074394,0.8946113495469719,0.9617021276595744,0.9297872340425531,60014428001,6001442800
175,"Block Group 2, Census Tract 4415.03, Alameda County, California",1738,1612,335,0,7,1211,0,0,59,30,29,126,0,0,441503,2,86054,5375,5114,3920,2394,2379,2343,0.19275028768699654,0.0,0.004027617951668585,0.6967779056386652,0.07249712313003452,0.06789413118527042,86054,0.7293023255813953,0.9514418604651163,0.993734335839599,0.9786967418546366,60014415032,6001441503
176,"Block Group 1, Census Tract 4415.03, Alameda County, California",6275,6123,368,158,62,5406,30,0,99,19,80,152,80,0,441503,1,86054,5375,5114,3920,2394,2379,2343,0.058645418326693226,0.025179282868525898,0.009880478087649403,0.8615139442231076,0.024223107569721115,0.036334661354581674,86054,0.7293023255813953,0.9514418604651163,0.993734335839599,0.9786967418546366,60014415031,6001441503
177,"Block Group 2, Census Tract 4506.05, Alameda County, California",950,818,615,36,2,151,0,0,14,0,14,132,105,0,450605,2,73651,2740,2674,1863,1508,1473,1470,0.6473684210526316,0.037894736842105266,0.002105263157894737,0.15894736842105264,0.13894736842105262,0.029473684210526315,73651,0.67992700729927,0.9759124087591241,0.976790450928382,0.9748010610079576,60014506052,6001450605
178,"Block Group 3, Census Tract 4506.05, Alameda County, California",1428,1256,937,0,0,308,0,0,11,0,11,172,118,0,450605,3,73651,2740,2674,1863,1508,1473,1470,0.6561624649859944,0.0,0.0,0.21568627450980393,0.12044817927170869,0.015406162464985995,73651,0.67992700729927,0.9759124087591241,0.976790450928382,0.9748010610079576,60014506053,6001450605
179,"Block Group 1, Census Tract 4506.05, Alameda County, California",1515,1461,861,0,0,465,75,0,60,0,60,54,31,0,450605,1,73651,2740,2674,1863,1508,1473,1470,0.5683168316831683,0.0,0.0,0.3069306930693069,0.03564356435643564,0.12871287128712872,73651,0.67992700729927,0.9759124087591241,0.976790450928382,0.9748010610079576,60014506051,6001450605
180,"Block Group 1, Census Tract 4334, Alameda County, California",1232,1125,174,392,0,501,27,0,31,0,31,107,25,0,433400,1,43360,4749,4143,1773,2200,2049,1897,0.14123376623376624,0.3181818181818182,0.0,0.40665584415584416,0.08685064935064934,0.07224025974025974,43360,0.3733417561591914,0.8723941882501579,0.9313636363636364,0.8622727272727273,60014334001,6001433400
181,"Block Group 6, Census Tract 4334, Alameda County, California",1073,1044,211,34,0,775,0,0,24,24,0,29,19,0,433400,6,43360,4749,4143,1773,2200,2049,1897,0.1966449207828518,0.03168685927306617,0.0,0.7222739981360671,0.02702702702702703,0.04473438956197577,43360,0.3733417561591914,0.8723941882501579,0.9313636363636364,0.8622727272727273,60014334006,6001433400
182,"Block Group 2, Census Tract 4334, Alameda County, California",1081,775,215,97,0,383,0,0,80,0,80,306,257,0,433400,2,43360,4749,4143,1773,2200,2049,1897,0.19888991674375578,0.08973172987974098,0.0,0.35430157261794637,0.28307123034227566,0.14801110083256244,43360,0.3733417561591914,0.8723941882501579,0.9313636363636364,0.8622727272727273,60014334002,6001433400
183,"Block Group 5, Census Tract 4334, Alameda County, California",997,997,117,0,40,789,0,0,51,0,51,0,0,0,433400,5,43360,4749,4143,1773,2200,2049,1897,0.11735205616850551,0.0,0.04012036108324975,0.7913741223671013,0.0,0.10230692076228685,43360,0.3733417561591914,0.8723941882501579,0.9313636363636364,0.8622727272727273,60014334005,6001433400
184,"Block Group 3, Census Tract 4334, Alameda County, California",423,347,179,28,0,116,0,0,24,0,24,76,76,0,433400,3,43360,4749,4143,1773,2200,2049,1897,0.4231678486997636,0.06619385342789598,0.0,0.27423167848699764,0.17966903073286053,0.11347517730496454,43360,0.3733417561591914,0.8723941882501579,0.9313636363636364,0.8622727272727273,60014334003,6001433400
185,"Block Group 4, Census Tract 4334, Alameda County, California",1128,1110,82,0,38,777,113,0,100,0,100,18,0,0,433400,4,43360,4749,4143,1773,2200,2049,1897,0.0726950354609929,0.0,0.03368794326241135,0.6888297872340425,0.015957446808510637,0.2774822695035461,43360,0.3733417561591914,0.8723941882501579,0.9313636363636364,0.8622727272727273,60014334004,6001433400
186,"Block Group 2, Census Tract 4412, Alameda County, California",1290,1083,543,0,0,309,0,0,231,0,231,207,166,0,441200,2,52449,4893,4714,2606,2518,2446,2338,0.42093023255813955,0.0,0.0,0.23953488372093024,0.16046511627906976,0.3581395348837209,52449,0.5325975883915798,0.9634171265072553,0.971405877680699,0.9285146942017474,60014412002,6001441200
187,"Block Group 1, Census Tract 4412, Alameda County, California",2889,2029,1366,200,0,345,0,48,70,0,70,860,284,0,441200,1,52449,4893,4714,2606,2518,2446,2338,0.47282796815507094,0.06922810661128419,0.0,0.11941848390446522,0.297680858428522,0.06507442021460713,52449,0.5325975883915798,0.9634171265072553,0.971405877680699,0.9285146942017474,60014412001,6001441200
188,"Block Group 3, Census Tract 4412, Alameda County, California",3098,2813,659,140,22,1886,0,0,106,0,106,285,46,0,441200,3,52449,4893,4714,2606,2518,2446,2338,0.21271788250484183,0.045190445448676564,0.0071013557133634605,0.6087798579728857,0.09199483537766301,0.0684312459651388,52449,0.5325975883915798,0.9634171265072553,0.971405877680699,0.9285146942017474,60014412003,6001441200
189,"Block Group 3, Census Tract 4444, Alameda County, California",2104,741,284,88,24,268,48,0,29,0,29,1363,63,0,444400,3,38965,3476,2986,657,1519,1428,1361,0.13498098859315588,0.04182509505703422,0.011406844106463879,0.12737642585551331,0.6478136882129277,0.05038022813688213,38965,0.18901035673187572,0.8590333716915995,0.9400921658986175,0.8959842001316656,60014444003,6001444400
190,"Block Group 1, Census Tract 4444, Alameda County, California",960,676,219,0,0,376,5,0,76,0,76,284,127,0,444400,1,38965,3476,2986,657,1519,1428,1361,0.228125,0.0,0.0,0.39166666666666666,0.29583333333333334,0.16354166666666667,38965,0.18901035673187572,0.8590333716915995,0.9400921658986175,0.8959842001316656,60014444001,6001444400
191,"Block Group 2, Census Tract 4444, Alameda County, California",2413,1135,281,182,0,477,0,0,195,132,63,1278,139,0,444400,2,38965,3476,2986,657,1519,1428,1361,0.11645254869457107,0.07542478242851222,0.0,0.19767923746373808,0.529631164525487,0.16162453377538333,38965,0.18901035673187572,0.8590333716915995,0.9400921658986175,0.8959842001316656,60014444002,6001444400
192,"Block Group 2, Census Tract 4362, Alameda County, California",2639,963,355,320,0,149,38,0,101,73,28,1676,561,11,436200,2,36551,2659,1957,301,1268,1139,1054,0.13452065176203107,0.12125805229253506,0.0,0.05646078059871163,0.6350890488821523,0.09094353921940129,36551,0.11320045129748026,0.7359909740503949,0.8982649842271293,0.831230283911672,60014362002,6001436200
193,"Block Group 1, Census Tract 4362, Alameda County, California",1627,848,98,382,0,329,0,0,39,0,39,779,553,12,436200,1,36551,2659,1957,301,1268,1139,1054,0.06023355869698832,0.2347879532882606,0.0,0.20221266133988935,0.47879532882606024,0.04794099569760295,36551,0.11320045129748026,0.7359909740503949,0.8982649842271293,0.831230283911672,60014362001,6001436200
194,"Block Group 1, Census Tract 4055, Alameda County, California",951,835,79,151,0,605,0,0,0,0,0,116,64,0,405500,1,33566,3210,2730,1553,1572,1484,1352,0.08307045215562565,0.1587802313354364,0.0,0.6361724500525763,0.12197686645636173,0.0,33566,0.4838006230529595,0.8504672897196262,0.9440203562340967,0.8600508905852418,60014055001,6001405500
195,"Block Group 4, Census Tract 4055, Alameda County, California",1279,1168,416,321,22,304,0,0,105,0,105,111,53,0,405500,4,33566,3210,2730,1553,1572,1484,1352,0.32525410476935107,0.2509773260359656,0.017200938232994525,0.23768569194683348,0.08678655199374512,0.1641907740422205,33566,0.4838006230529595,0.8504672897196262,0.9440203562340967,0.8600508905852418,60014055004,6001405500
196,"Block Group 2, Census Tract 4055, Alameda County, California",813,734,141,273,5,272,6,0,37,0,37,79,79,0,405500,2,33566,3210,2730,1553,1572,1484,1352,0.17343173431734318,0.33579335793357934,0.006150061500615006,0.33456334563345635,0.0971709717097171,0.0984009840098401,33566,0.4838006230529595,0.8504672897196262,0.9440203562340967,0.8600508905852418,60014055002,6001405500
197,"Block Group 3, Census Tract 4055, Alameda County, California",837,783,195,125,0,438,25,0,0,0,0,54,35,9,405500,3,33566,3210,2730,1553,1572,1484,1352,0.23297491039426524,0.14934289127837516,0.0,0.5232974910394266,0.06451612903225806,0.02986857825567503,33566,0.4838006230529595,0.8504672897196262,0.9440203562340967,0.8600508905852418,60014055003,6001405500
198,"Block Group 1, Census Tract 4364.01, Alameda County, California",1322,1241,499,358,0,283,0,0,101,0,101,81,81,0,436401,1,52857,5254,4746,2210,2848,2622,2539,0.3774583963691377,0.2708018154311649,0.0,0.2140695915279879,0.06127080181543117,0.15279878971255673,52857,0.42063189950513896,0.9033117624666921,0.9206460674157303,0.891502808988764,60014364011,6001436401
199,"Block Group 2, Census Tract 4364.01, Alameda County, California",1967,1138,475,295,0,264,0,44,60,0,60,829,379,98,436401,2,52857,5254,4746,2210,2848,2622,2539,0.2414844941535333,0.14997458057956278,0.0,0.13421453990849008,0.42145399084900864,0.08337569903406203,52857,0.42063189950513896,0.9033117624666921,0.9206460674157303,0.891502808988764,60014364012,6001436401
200,"Block Group 5, Census Tract 4364.01, Alameda County, California",970,891,334,97,9,311,55,0,85,0,85,79,34,0,436401,5,52857,5254,4746,2210,2848,2622,2539,0.3443298969072165,0.1,0.009278350515463918,0.32061855670103095,0.08144329896907217,0.23195876288659795,52857,0.42063189950513896,0.9033117624666921,0.9206460674157303,0.891502808988764,60014364015,6001436401
201,"Block Group 4, Census Tract 4364.01, Alameda County, California",1252,1002,332,174,0,401,0,0,95,0,95,250,58,0,436401,4,52857,5254,4746,2210,2848,2622,2539,0.26517571884984026,0.1389776357827476,0.0,0.32028753993610226,0.19968051118210864,0.15175718849840256,52857,0.42063189950513896,0.9033117624666921,0.9206460674157303,0.891502808988764,60014364014,6001436401
202,"Block Group 3, Census Tract 4364.01, Alameda County, California",1662,1423,860,111,0,335,1,0,116,0,116,239,95,0,436401,3,52857,5254,4746,2210,2848,2622,2539,0.5174488567990373,0.06678700361010831,0.0,0.20156438026474127,0.14380264741275572,0.14019253910950663,52857,0.42063189950513896,0.9033117624666921,0.9206460674157303,0.891502808988764,60014364013,6001436401
203,"Block Group 3, Census Tract 4104, Alameda County, California",1787,967,230,401,0,286,0,0,50,0,50,820,212,0,410400,3,31649,3117,2312,604,1351,1230,1090,0.12870733072188026,0.22439843312814772,0.0,0.1600447677672076,0.45886961387800784,0.05595970900951315,31649,0.19377606673083092,0.741738851459737,0.9104367135455218,0.8068097705403405,60014104003,6001410400
204,"Block Group 1, Census Tract 4104, Alameda County, California",1290,534,22,408,9,69,0,0,26,0,26,756,253,0,410400,1,31649,3117,2312,604,1351,1230,1090,0.017054263565891473,0.31627906976744186,0.0069767441860465115,0.053488372093023255,0.586046511627907,0.040310077519379844,31649,0.19377606673083092,0.741738851459737,0.9104367135455218,0.8068097705403405,60014104001,6001410400
205,"Block Group 2, Census Tract 4104, Alameda County, California",1400,840,34,696,3,97,0,0,10,0,10,560,63,0,410400,2,31649,3117,2312,604,1351,1230,1090,0.024285714285714285,0.49714285714285716,0.002142857142857143,0.06928571428571428,0.4,0.014285714285714285,31649,0.19377606673083092,0.741738851459737,0.9104367135455218,0.8068097705403405,60014104002,6001410400
206,"Block Group 2, Census Tract 4240.01, Alameda County, California",907,795,469,251,2,18,0,28,27,27,0,112,29,21,424001,2,34344,2889,2536,1527,1426,1341,1292,0.5170893054024256,0.27673649393605293,0.002205071664829107,0.019845644983461964,0.12348401323042998,0.09040793825799338,34344,0.5285565939771547,0.8778123918310834,0.9403927068723703,0.906030855539972,60014240012,6001424001
207,"Block Group 1, Census Tract 4240.01, Alameda County, California",1105,945,488,266,0,115,12,0,64,0,64,160,41,0,424001,1,34344,2889,2536,1527,1426,1341,1292,0.4416289592760181,0.2407239819004525,0.0,0.10407239819004525,0.14479638009049775,0.12669683257918551,34344,0.5285565939771547,0.8778123918310834,0.9403927068723703,0.906030855539972,60014240011,6001424001
208,"Block Group 3, Census Tract 4240.01, Alameda County, California",1005,743,531,113,0,43,0,17,39,11,28,262,25,0,424001,3,34344,2889,2536,1527,1426,1341,1292,0.5283582089552239,0.11243781094527364,0.0,0.042786069651741296,0.2606965174129353,0.0945273631840796,34344,0.5285565939771547,0.8778123918310834,0.9403927068723703,0.906030855539972,60014240013,6001424001
209,"Block Group 4, Census Tract 4240.01, Alameda County, California",1010,888,398,262,11,160,0,20,37,0,37,122,18,0,424001,4,34344,2889,2536,1527,1426,1341,1292,0.3940594059405941,0.2594059405940594,0.01089108910891089,0.15841584158415842,0.12079207920792079,0.09306930693069307,34344,0.5285565939771547,0.8778123918310834,0.9403927068723703,0.906030855539972,60014240014,6001424001
210,"Block Group 3, Census Tract 4327, Alameda County, California",979,710,412,104,5,162,0,0,27,0,27,269,222,0,432700,3,51163,2066,1878,855,1035,943,942,0.42083758937691523,0.1062308478038815,0.005107252298263534,0.16547497446373852,0.27477017364657813,0.05515832482124617,51163,0.4138431752178122,0.9090029041626331,0.9111111111111111,0.9101449275362319,60014327003,6001432700
211,"Block Group 2, Census Tract 4327, Alameda County, California",826,609,306,55,0,200,21,0,27,0,27,217,132,0,432700,2,51163,2066,1878,855,1035,943,942,0.3704600484261501,0.06658595641646489,0.0,0.24213075060532688,0.2627118644067797,0.09079903147699758,51163,0.4138431752178122,0.9090029041626331,0.9111111111111111,0.9101449275362319,60014327002,6001432700
212,"Block Group 1, Census Tract 4327, Alameda County, California",1011,770,521,9,7,102,0,10,121,0,121,241,141,0,432700,1,51163,2066,1878,855,1035,943,942,0.5153313550939663,0.008902077151335312,0.006923837784371909,0.10089020771513353,0.23837784371909002,0.24925816023738873,51163,0.4138431752178122,0.9090029041626331,0.9111111111111111,0.9101449275362319,60014327001,6001432700
