,NAME_x,B03002_001E,B03002_002E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_010E,B03002_011E,B03002_012E,B03002_013E,B03002_014E,tract,block group,S0601_C01_047E,S1501_C01_006E,S1501_C01_014E,S1501_C01_015E,S2801_C01_001E,S2801_C01_002E,S2801_C01_012E,pct_white,pct_black,pct_native,pct_asian,pct_hisp,pct_other,median_income,pct_college,pct_hs_grad,pct_device_access,pct_internet_access,GEOID,GEOID_tract
438,"Block Group 4, Census Tract 4076, Alameda County, California",1301,593,151,285,0,111,0,0,46,0,46,708,33,0,407600,4,32348,4185,3253,1263,2123,2049,1963,0.11606456571867795,0.21906225980015373,0.0,0.08531898539584935,0.5441967717140661,0.07071483474250577,32348,0.3017921146953405,0.777299880525687,0.9651436646255299,0.9246349505416863,60014076004,6001407600
439,"Block Group 5, Census Tract 4076, Alameda County, California",1139,815,55,469,0,222,0,0,69,0,69,324,117,0,407600,5,32348,4185,3253,1263,2123,2049,1963,0.048287971905179985,0.4117647058823529,0.0,0.19490781387181738,0.2844600526777875,0.12115891132572432,32348,0.3017921146953405,0.777299880525687,0.9651436646255299,0.9246349505416863,60014076005,6001407600
440,"Block Group 3, Census Tract 4084, Alameda County, California",995,806,84,721,0,0,0,0,1,0,1,189,102,10,408400,3,26393,1989,1612,305,1157,957,804,0.08442211055276382,0.7246231155778895,0.0,0.0,0.1899497487437186,0.0020100502512562816,26393,0.1533433886375063,0.8104575163398693,0.8271391529818496,0.6949006050129646,60014084003,6001408400
441,"Block Group 1, Census Tract 4084, Alameda County, California",1330,733,154,460,0,52,8,0,59,0,59,597,94,0,408400,1,26393,1989,1612,305,1157,957,804,0.11578947368421053,0.3458646616541353,0.0,0.039097744360902256,0.4488721804511278,0.09473684210526316,26393,0.1533433886375063,0.8104575163398693,0.8271391529818496,0.6949006050129646,60014084001,6001408400
442,"Block Group 2, Census Tract 4084, Alameda County, California",876,452,0,429,0,0,0,11,12,0,12,424,68,0,408400,2,26393,1989,1612,305,1157,957,804,0.0,0.4897260273972603,0.0,0.0,0.4840182648401826,0.03995433789954338,26393,0.1533433886375063,0.8104575163398693,0.8271391529818496,0.6949006050129646,60014084002,6001408400
443,"Block Group 1, Census Tract 4089, Alameda County, California",1884,523,64,322,0,112,16,0,9,0,9,1361,243,18,408900,1,21626,2171,1329,261,1016,771,634,0.03397027600849257,0.17091295116772823,0.0,0.059447983014861996,0.7223991507430998,0.018046709129511677,21626,0.12022109626900046,0.6121602947950253,0.7588582677165354,0.6240157480314961,60014089001,6001408900
444,"Block Group 2, Census Tract 4089, Alameda County, California",1662,685,111,437,0,50,19,0,68,0,68,977,88,76,408900,2,21626,2171,1329,261,1016,771,634,0.06678700361010831,0.2629362214199759,0.0,0.030084235860409144,0.5878459687123947,0.09326113116726835,21626,0.12022109626900046,0.6121602947950253,0.7588582677165354,0.6240157480314961,60014089002,6001408900
445,"Block Group 1, Census Tract 4091, Alameda County, California",1385,501,23,362,18,37,0,0,61,0,61,884,446,0,409100,1,23396,1528,1002,121,675,570,483,0.01660649819494585,0.26137184115523465,0.012996389891696752,0.026714801444043323,0.6382671480144404,0.08808664259927798,23396,0.07918848167539266,0.6557591623036649,0.8444444444444444,0.7155555555555555,60014091001,6001409100
446,"Block Group 2, Census Tract 4091, Alameda County, California",1105,514,26,332,0,72,0,0,84,0,84,591,226,32,409100,2,23396,1528,1002,121,675,570,483,0.023529411764705882,0.3004524886877828,0.0,0.06515837104072399,0.534841628959276,0.1520361990950226,23396,0.07918848167539266,0.6557591623036649,0.8444444444444444,0.7155555555555555,60014091002,6001409100
447,"Block Group 1, Census Tract 4094, Alameda County, California",598,162,0,45,0,117,0,0,0,0,0,436,149,0,409400,1,21823,2743,1511,231,1268,966,904,0.0,0.07525083612040134,0.0,0.1956521739130435,0.7290969899665551,0.0,21823,0.08421436383521691,0.5508567262121764,0.7618296529968455,0.7129337539432177,60014094001,6001409400
448,"Block Group 2, Census Tract 4094, Alameda County, California",2294,787,147,390,0,184,15,0,51,0,51,1507,264,18,409400,2,21823,2743,1511,231,1268,966,904,0.06408020924149957,0.17000871839581516,0.0,0.08020924149956409,0.6569311246730601,0.05100261551874455,21823,0.08421436383521691,0.5508567262121764,0.7618296529968455,0.7129337539432177,60014094002,6001409400
449,"Block Group 3, Census Tract 4094, Alameda County, California",1888,504,69,293,0,142,0,0,0,0,0,1384,390,54,409400,3,21823,2743,1511,231,1268,966,904,0.036546610169491525,0.1551906779661017,0.0,0.07521186440677965,0.7330508474576272,0.0,21823,0.08421436383521691,0.5508567262121764,0.7618296529968455,0.7129337539432177,60014094003,6001409400
450,"Block Group 2, Census Tract 4103, Alameda County, California",1207,454,20,337,0,14,51,0,32,0,32,753,167,0,410300,2,23960,2248,1440,245,1023,930,795,0.016570008285004142,0.2792046396023198,0.0,0.0115990057995029,0.623860811930406,0.09527754763877382,23960,0.10898576512455516,0.6405693950177936,0.9090909090909091,0.7771260997067448,60014103002,6001410300
451,"Block Group 1, Census Tract 4103, Alameda County, California",971,327,32,130,3,96,0,23,43,0,43,644,222,7,410300,1,23960,2248,1440,245,1023,930,795,0.032955715756951595,0.13388259526261587,0.003089598352214212,0.09886714727085479,0.6632337796086509,0.11225540679711637,23960,0.10898576512455516,0.6405693950177936,0.9090909090909091,0.7771260997067448,60014103001,6001410300
452,"Block Group 3, Census Tract 4103, Alameda County, California",1679,549,31,492,15,11,0,0,0,0,0,1130,524,0,410300,3,23960,2248,1440,245,1023,930,795,0.01846337105419893,0.2930315664085765,0.008933889219773675,0.006551518761167362,0.6730196545562835,0.0,23960,0.10898576512455516,0.6405693950177936,0.9090909090909091,0.7771260997067448,60014103003,6001410300
453,"Block Group 2, Census Tract 4203, Alameda County, California",2218,1916,613,107,0,1118,29,0,49,0,49,302,156,0,420300,2,54583,3545,3194,2508,1947,1874,1758,0.2763751127141569,0.04824165915238954,0.0,0.5040577096483319,0.13615870153291254,0.05725879170423805,54583,0.707475317348378,0.9009873060648801,0.9625064201335388,0.9029275808936826,60014203002,6001420300
454,"Block Group 3, Census Tract 4203, Alameda County, California",837,754,322,10,60,292,23,0,47,0,47,83,64,0,420300,3,54583,3545,3194,2508,1947,1874,1758,0.3847072879330944,0.011947431302270013,0.07168458781362007,0.34886499402628435,0.0991636798088411,0.13978494623655913,54583,0.707475317348378,0.9009873060648801,0.9625064201335388,0.9029275808936826,60014203003,6001420300
455,"Block Group 1, Census Tract 4203, Alameda County, California",1922,1526,547,79,0,577,0,255,68,0,68,396,49,0,420300,1,54583,3545,3194,2508,1947,1874,1758,0.2845993756503642,0.041103017689906346,0.0,0.30020811654526536,0.2060353798126951,0.20343392299687826,54583,0.707475317348378,0.9009873060648801,0.9625064201335388,0.9029275808936826,60014203001,6001420300
456,"Block Group 1, Census Tract 4232, Alameda County, California",1360,872,409,247,0,118,80,0,18,0,18,488,284,12,423200,1,40189,2008,1843,836,1142,1062,998,0.30073529411764705,0.18161764705882352,0.0,0.08676470588235294,0.3588235294117647,0.08529411764705883,40189,0.4163346613545817,0.9178286852589641,0.9299474605954466,0.8739054290718039,60014232001,6001423200
457,"Block Group 2, Census Tract 4232, Alameda County, California",1622,1299,503,422,0,99,23,0,252,0,252,323,106,0,423200,2,40189,2008,1843,836,1142,1062,998,0.31011097410604194,0.2601726263871763,0.0,0.06103575832305795,0.19913686806411837,0.3249075215782984,40189,0.4163346613545817,0.9178286852589641,0.9299474605954466,0.8739054290718039,60014232002,6001423200
458,"Block Group 1, Census Tract 4081, Alameda County, California",1084,1038,874,71,0,67,0,0,26,0,26,46,0,0,408100,1,68086,5087,4841,3197,2717,2615,2558,0.8062730627306273,0.06549815498154982,0.0,0.061808118081180814,0.042435424354243544,0.04797047970479705,68086,0.6284647139768036,0.9516414389620601,0.9624585940375414,0.9414795730585205,60014081001,6001408100
459,"Block Group 3, Census Tract 4081, Alameda County, California",1116,1023,434,251,0,192,0,0,146,0,146,93,5,0,408100,3,68086,5087,4841,3197,2717,2615,2558,0.3888888888888889,0.224910394265233,0.0,0.17204301075268819,0.08333333333333333,0.2616487455197133,68086,0.6284647139768036,0.9516414389620601,0.9624585940375414,0.9414795730585205,60014081003,6001408100
460,"Block Group 4, Census Tract 4081, Alameda County, California",697,653,231,205,0,209,0,0,8,0,8,44,27,0,408100,4,68086,5087,4841,3197,2717,2615,2558,0.3314203730272597,0.29411764705882354,0.0,0.2998565279770445,0.06312769010043041,0.02295552367288379,68086,0.6284647139768036,0.9516414389620601,0.9624585940375414,0.9414795730585205,60014081004,6001408100
461,"Block Group 2, Census Tract 4081, Alameda County, California",3423,2970,992,979,0,819,0,0,180,26,154,453,139,0,408100,2,68086,5087,4841,3197,2717,2615,2558,0.28980426526438796,0.2860064271107216,0.0,0.2392638036809816,0.13234005258545137,0.10517090271691498,68086,0.6284647139768036,0.9516414389620601,0.9624585940375414,0.9414795730585205,60014081002,6001408100
462,"Block Group 3, Census Tract 4425, Alameda County, California",1879,1561,315,106,24,947,0,0,169,0,169,318,0,0,442500,3,43152,5801,5170,1992,2297,2114,1962,0.16764236295902077,0.056412985630654604,0.012772751463544438,0.5039914848323577,0.1692389568919638,0.1798829164449175,43152,0.3433890708498535,0.8912256507498707,0.9203308663474097,0.8541575968654767,60014425003,6001442500
463,"Block Group 2, Census Tract 4425, Alameda County, California",1674,1209,367,0,18,720,0,0,104,0,104,465,123,0,442500,2,43152,5801,5170,1992,2297,2114,1962,0.21923536439665472,0.0,0.010752688172043012,0.43010752688172044,0.2777777777777778,0.12425328554360812,43152,0.3433890708498535,0.8912256507498707,0.9203308663474097,0.8541575968654767,60014425002,6001442500
464,"Block Group 1, Census Tract 4425, Alameda County, California",2467,1902,348,16,0,1383,37,0,118,0,118,565,55,29,442500,1,43152,5801,5170,1992,2297,2114,1962,0.1410620186461289,0.0064856100526955816,0.0,0.5605999189298744,0.22902310498581271,0.11066072152411836,43152,0.3433890708498535,0.8912256507498707,0.9203308663474097,0.8541575968654767,60014425001,6001442500
465,"Block Group 4, Census Tract 4425, Alameda County, California",1354,977,222,128,0,471,93,15,48,0,48,377,222,0,442500,4,43152,5801,5170,1992,2297,2114,1962,0.16395864106351551,0.09453471196454949,0.0,0.3478581979320532,0.27843426883308714,0.15066469719350073,43152,0.3433890708498535,0.8912256507498707,0.9203308663474097,0.8541575968654767,60014425004,6001442500
466,"Block Group 1, Census Tract 4503, Alameda County, California",1960,1723,1026,44,0,559,0,0,94,0,94,237,191,0,450300,1,57861,3570,3394,1878,1811,1786,1750,0.523469387755102,0.022448979591836733,0.0,0.28520408163265304,0.12091836734693878,0.09591836734693877,57861,0.5260504201680672,0.9507002801120448,0.9861954721148537,0.9663169519602429,60014503001,6001450300
467,"Block Group 2, Census Tract 4503, Alameda County, California",3252,2413,1577,119,6,660,0,0,51,0,51,839,614,57,450300,2,57861,3570,3394,1878,1811,1786,1750,0.4849323493234932,0.036592865928659284,0.0018450184501845018,0.2029520295202952,0.2579950799507995,0.03136531365313653,57861,0.5260504201680672,0.9507002801120448,0.9861954721148537,0.9663169519602429,60014503002,6001450300
468,"Block Group 2, Census Tract 4506.07, Alameda County, California",2267,1986,1662,39,0,185,0,24,76,0,76,281,173,0,450607,2,62928,4219,4030,2260,2445,2315,2234,0.733127481252757,0.017203352448169385,0.0,0.08160564622849581,0.1239523599470666,0.0776356418173798,62928,0.5356719601801375,0.9552026546575018,0.9468302658486708,0.9137014314928426,60014506072,6001450607
469,"Block Group 1, Census Tract 4506.07, Alameda County, California",3450,3043,1397,88,0,1401,0,50,107,0,107,407,291,0,450607,1,62928,4219,4030,2260,2445,2315,2234,0.40492753623188404,0.025507246376811593,0.0,0.40608695652173915,0.11797101449275363,0.07652173913043478,62928,0.5356719601801375,0.9552026546575018,0.9468302658486708,0.9137014314928426,60014506071,6001450607
470,"Block Group 2, Census Tract 4047, Alameda County, California",1034,965,754,69,0,80,9,0,53,0,53,69,61,0,404700,2,96923,1610,1588,1284,805,799,799,0.7292069632495164,0.06673114119922631,0.0,0.07736943907156674,0.06673114119922631,0.11121856866537717,96923,0.7975155279503106,0.986335403726708,0.9925465838509316,0.9925465838509316,60014047002,6001404700
471,"Block Group 1, Census Tract 4047, Alameda County, California",1103,970,733,59,0,160,0,0,18,0,18,133,68,0,404700,1,96923,1610,1588,1284,805,799,799,0.6645512239347234,0.05349048050770626,0.0,0.14505893019038985,0.12058023572076156,0.032638259292837715,96923,0.7975155279503106,0.986335403726708,0.9925465838509316,0.9925465838509316,60014047001,6001404700
472,"Block Group 2, Census Tract 4049, Alameda County, California",1279,1036,402,255,11,245,0,0,123,0,123,243,214,0,404900,2,65966,3291,3112,1952,1860,1757,1734,0.31430805316653637,0.19937451133698203,0.008600469116497263,0.19155590304925724,0.18999218139171228,0.1923377638780297,65966,0.5931327863871164,0.9456092373138864,0.9446236559139785,0.932258064516129,60014049002,6001404900
473,"Block Group 1, Census Tract 4049, Alameda County, California",806,726,575,47,0,67,6,0,31,0,31,80,49,0,404900,1,65966,3291,3112,1952,1860,1757,1734,0.7133995037220844,0.05831265508684864,0.0,0.08312655086848635,0.09925558312655088,0.08436724565756824,65966,0.5931327863871164,0.9456092373138864,0.9446236559139785,0.932258064516129,60014049001,6001404900
474,"Block Group 3, Census Tract 4049, Alameda County, California",773,659,454,83,0,100,7,0,15,0,15,114,12,0,404900,3,65966,3291,3112,1952,1860,1757,1734,0.5873221216041398,0.1073738680465718,0.0,0.129366106080207,0.14747736093143596,0.047865459249676584,65966,0.5931327863871164,0.9456092373138864,0.9446236559139785,0.932258064516129,60014049003,6001404900
475,"Block Group 4, Census Tract 4049, Alameda County, California",1339,1279,923,18,17,233,18,8,62,0,62,60,60,0,404900,4,65966,3291,3112,1952,1860,1757,1734,0.6893203883495146,0.01344286781179985,0.012696041822255415,0.1740104555638536,0.04480955937266617,0.11202389843166542,65966,0.5931327863871164,0.9456092373138864,0.9446236559139785,0.932258064516129,60014049004,6001404900
476,"Block Group 2, Census Tract 4374, Alameda County, California",2572,1005,356,52,14,536,0,26,21,0,21,1567,672,0,437400,2,37816,2385,1885,436,954,873,854,0.13841368584758942,0.02021772939346812,0.005443234836702955,0.208398133748056,0.609253499222395,0.026438569206842923,37816,0.1828092243186583,0.790356394129979,0.9150943396226415,0.8951781970649895,60014374002,6001437400
477,"Block Group 1, Census Tract 4374, Alameda County, California",913,583,131,85,0,318,44,0,5,0,5,330,227,5,437400,1,37816,2385,1885,436,954,873,854,0.14348302300109528,0.09309967141292443,0.0,0.348302300109529,0.3614457831325301,0.05914567360350493,37816,0.1828092243186583,0.790356394129979,0.9150943396226415,0.8951781970649895,60014374001,6001437400
478,"Block Group 2, Census Tract 4382.01, Alameda County, California",1644,1097,305,72,0,447,66,18,189,0,189,547,179,0,438201,2,30589,3420,2617,665,1193,1171,1102,0.18552311435523114,0.043795620437956206,0.0,0.2718978102189781,0.3327250608272506,0.28102189781021897,30589,0.19444444444444445,0.7652046783625731,0.9815590947191953,0.9237217099748533,60014382012,6001438201
479,"Block Group 3, Census Tract 4382.01, Alameda County, California",1477,586,80,254,0,217,0,0,35,0,35,891,356,0,438201,3,30589,3420,2617,665,1193,1171,1102,0.05416384563303995,0.17197020988490183,0.0,0.14691943127962084,0.6032498307379824,0.04739336492890995,30589,0.19444444444444445,0.7652046783625731,0.9815590947191953,0.9237217099748533,60014382013,6001438201
480,"Block Group 1, Census Tract 4382.01, Alameda County, California",2023,267,18,4,0,168,54,0,23,0,23,1756,586,9,438201,1,30589,3420,2617,665,1193,1171,1102,0.008897676717745922,0.001977261492832427,0.0,0.08304498269896193,0.8680177953534355,0.049431537320810674,30589,0.19444444444444445,0.7652046783625731,0.9815590947191953,0.9237217099748533,60014382011,6001438201
481,"Block Group 1, Census Tract 4401, Alameda County, California",2799,2220,1117,82,7,950,28,0,36,0,36,579,106,0,440100,1,42565,2111,1975,768,1140,1042,918,0.39907109682029296,0.029296177206145052,0.002500893176134334,0.3394069310468024,0.20685959271168275,0.03572704537334762,42565,0.3638086215063951,0.9355755566082425,0.9140350877192982,0.8052631578947368,60014401001,6001440100
482,"Block Group 2, Census Tract 4413.01, Alameda County, California",2531,2408,512,211,27,1553,12,0,93,0,93,123,47,0,441301,2,63919,2194,2115,1507,1158,1130,1117,0.20229158435401026,0.08336625839589096,0.01066772026866851,0.6135914658237851,0.04859739233504544,0.07822994863690241,63919,0.686873290793072,0.963992707383774,0.9758203799654577,0.9645941278065631,60014413012,6001441301
483,"Block Group 1, Census Tract 4413.01, Alameda County, California",770,696,92,4,0,573,0,0,27,0,27,74,74,0,441301,1,63919,2194,2115,1507,1158,1130,1117,0.11948051948051948,0.005194805194805195,0.0,0.7441558441558441,0.09610389610389611,0.07012987012987013,63919,0.686873290793072,0.963992707383774,0.9758203799654577,0.9645941278065631,60014413011,6001441301
484,"Block Group 1, Census Tract 4218, Alameda County, California",1127,1099,857,11,1,153,0,3,74,0,74,28,21,5,421800,1,67770,1687,1649,1356,859,852,824,0.7604259094942325,0.009760425909494233,0.0008873114463176575,0.13575865128660158,0.024844720496894408,0.13398402839396628,67770,0.8037937166567872,0.977474807350326,0.9918509895227008,0.959254947613504,60014218001,6001421800
485,"Block Group 2, Census Tract 4218, Alameda County, California",1017,980,746,20,0,147,0,0,67,0,67,37,32,0,421800,2,67770,1687,1649,1356,859,852,824,0.7335299901671584,0.01966568338249754,0.0,0.14454277286135694,0.03638151425762045,0.13176007866273354,67770,0.8037937166567872,0.977474807350326,0.9918509895227008,0.959254947613504,60014218002,6001421800
486,"Block Group 1, Census Tract 4230, Alameda County, California",1990,1643,820,240,0,483,0,0,100,0,100,347,240,0,423000,1,46162,3598,3575,2900,2087,1997,2011,0.4120603015075377,0.12060301507537688,0.0,0.24271356783919598,0.1743718592964824,0.10050251256281408,46162,0.8060033351862146,0.9936075597554197,0.956875898418783,0.9635840919980834,60014230001,6001423000
487,"Block Group 2, Census Tract 4230, Alameda County, California",1856,1705,1114,0,5,518,0,0,68,0,68,151,70,0,423000,2,46162,3598,3575,2900,2087,1997,2011,0.6002155172413793,0.0,0.0026939655172413795,0.2790948275862069,0.08135775862068965,0.07327586206896551,46162,0.8060033351862146,0.9936075597554197,0.956875898418783,0.9635840919980834,60014230002,6001423000
488,"Block Group 3, Census Tract 4230, Alameda County, California",1116,1017,715,1,0,233,0,0,68,0,68,99,0,99,423000,3,46162,3598,3575,2900,2087,1997,2011,0.6406810035842294,0.0008960573476702509,0.0,0.20878136200716846,0.08870967741935484,0.12186379928315412,46162,0.8060033351862146,0.9936075597554197,0.956875898418783,0.9635840919980834,60014230003,6001423000
489,"Block Group 2, Census Tract 4281, Alameda County, California",1080,891,716,36,0,91,0,0,48,0,48,189,86,0,428100,2,50503,3518,3203,2043,1983,1904,1821,0.662962962962963,0.03333333333333333,0.0,0.08425925925925926,0.175,0.08888888888888889,50503,0.5807276861853325,0.9104604889141558,0.9601613716591024,0.9183055975794251,60014281002,6001428100
490,"Block Group 4, Census Tract 4281, Alameda County, California",1008,873,490,24,0,295,11,0,53,0,53,135,103,0,428100,4,50503,3518,3203,2043,1983,1904,1821,0.4861111111111111,0.023809523809523808,0.0,0.2926587301587302,0.13392857142857142,0.11607142857142858,50503,0.5807276861853325,0.9104604889141558,0.9601613716591024,0.9183055975794251,60014281004,6001428100
491,"Block Group 3, Census Tract 4281, Alameda County, California",1275,1215,599,141,0,343,9,80,43,0,43,60,9,2,428100,3,50503,3518,3203,2043,1983,1904,1821,0.46980392156862744,0.11058823529411765,0.0,0.2690196078431373,0.047058823529411764,0.13725490196078433,50503,0.5807276861853325,0.9104604889141558,0.9601613716591024,0.9183055975794251,60014281003,6001428100
492,"Block Group 1, Census Tract 4281, Alameda County, California",1476,1300,748,114,0,323,10,0,105,0,105,176,133,0,428100,1,50503,3518,3203,2043,1983,1904,1821,0.5067750677506775,0.07723577235772358,0.0,0.21883468834688347,0.11924119241192412,0.14905149051490515,50503,0.5807276861853325,0.9104604889141558,0.9601613716591024,0.9183055975794251,60014281001,6001428100
493,"Block Group 2, Census Tract 4339, Alameda County, California",1710,1068,461,526,0,62,0,0,19,0,19,642,84,0,433900,2,29049,4784,3408,824,2373,2187,2042,0.2695906432748538,0.30760233918128654,0.0,0.03625730994152047,0.37543859649122807,0.022222222222222223,29049,0.17224080267558528,0.7123745819397993,0.9216182048040455,0.8605141171512853,60014339002,6001433900
494,"Block Group 1, Census Tract 4339, Alameda County, California",2236,1556,148,567,0,645,34,50,112,0,112,680,401,0,433900,1,29049,4784,3408,824,2373,2187,2042,0.06618962432915922,0.2535778175313059,0.0,0.28846153846153844,0.3041144901610018,0.13774597495527727,29049,0.17224080267558528,0.7123745819397993,0.9216182048040455,0.8605141171512853,60014339001,6001433900
495,"Block Group 4, Census Tract 4339, Alameda County, California",2331,922,106,395,7,61,69,0,284,173,111,1409,1191,35,433900,4,29049,4784,3408,824,2373,2187,2042,0.045474045474045474,0.16945516945516945,0.003003003003003003,0.02616902616902617,0.6044616044616045,0.2732732732732733,29049,0.17224080267558528,0.7123745819397993,0.9216182048040455,0.8605141171512853,60014339004,6001433900
496,"Block Group 3, Census Tract 4339, Alameda County, California",1408,1017,109,227,0,455,0,226,0,0,0,391,105,0,433900,3,29049,4784,3408,824,2373,2187,2042,0.07741477272727272,0.1612215909090909,0.0,0.3231534090909091,0.27769886363636365,0.16051136363636365,29049,0.17224080267558528,0.7123745819397993,0.9216182048040455,0.8605141171512853,60014339003,6001433900
497,"Block Group 2, Census Tract 4354, Alameda County, California",1027,791,247,199,18,234,0,0,93,44,49,236,121,0,435400,2,33448,3305,3015,937,1781,1633,1586,0.24050632911392406,0.1937682570593963,0.017526777020447908,0.22784810126582278,0.22979552093476144,0.18111002921129504,33448,0.28350983358547655,0.9122541603630863,0.9169006176305446,0.8905109489051095,60014354002,6001435400
498,"Block Group 1, Census Tract 4354, Alameda County, California",1580,1089,380,343,0,267,0,0,99,0,99,491,212,6,435400,1,33448,3305,3015,937,1781,1633,1586,0.24050632911392406,0.2170886075949367,0.0,0.1689873417721519,0.31075949367088607,0.12531645569620253,33448,0.28350983358547655,0.9122541603630863,0.9169006176305446,0.8905109489051095,60014354001,6001435400
499,"Block Group 3, Census Tract 4354, Alameda County, California",1931,1580,364,685,0,385,35,0,111,0,111,351,314,0,435400,3,33448,3305,3015,937,1781,1633,1586,0.18850336613153806,0.354738477472812,0.0,0.1993785603314345,0.1817711030554117,0.13309166235111342,33448,0.28350983358547655,0.9122541603630863,0.9169006176305446,0.8905109489051095,60014354003,6001435400
500,"Block Group 3, Census Tract 4360, Alameda County, California",1458,930,611,14,6,299,0,0,0,0,0,528,364,0,436000,3,43338,3588,3152,964,1506,1440,1420,0.41906721536351166,0.009602194787379973,0.00411522633744856,0.20507544581618656,0.36213991769547327,0.0,43338,0.2686733556298774,0.8784838350055741,0.9561752988047809,0.9428950863213812,60014360003,6001436000
501,"Block Group 2, Census Tract 4360, Alameda County, California",2420,1354,531,26,18,706,0,13,60,9,51,1066,628,41,436000,2,43338,3588,3152,964,1506,1440,1420,0.2194214876033058,0.010743801652892562,0.00743801652892562,0.29173553719008266,0.44049586776859506,0.05495867768595041,43338,0.2686733556298774,0.8784838350055741,0.9561752988047809,0.9428950863213812,60014360002,6001436000
502,"Block Group 1, Census Tract 4360, Alameda County, California",1185,631,364,3,8,232,3,0,21,0,21,554,345,0,436000,1,43338,3588,3152,964,1506,1440,1420,0.3071729957805907,0.002531645569620253,0.006751054852320675,0.19578059071729959,0.4675105485232067,0.0379746835443038,43338,0.2686733556298774,0.8784838350055741,0.9561752988047809,0.9428950863213812,60014360001,6001436000
503,"Block Group 2, Census Tract 4366.01, Alameda County, California",3197,1484,426,329,0,667,0,14,48,0,48,1713,797,9,436601,2,32416,4692,3894,819,1862,1737,1643,0.1332499218016891,0.10290897716609321,0.0,0.20863309352517986,0.5358148263997498,0.03440725680325305,32416,0.1745524296675192,0.829923273657289,0.9328678839957035,0.8823845327604726,60014366012,6001436601
504,"Block Group 3, Census Tract 4366.01, Alameda County, California",2098,802,205,42,0,81,0,0,474,0,474,1296,967,21,436601,3,32416,4692,3894,819,1862,1737,1643,0.0977121067683508,0.02001906577693041,0.0,0.038608198284080075,0.6177311725452812,0.451858913250715,32416,0.1745524296675192,0.829923273657289,0.9328678839957035,0.8823845327604726,60014366013,6001436601
505,"Block Group 1, Census Tract 4366.01, Alameda County, California",1643,803,256,96,0,302,0,0,149,9,140,840,330,0,436601,1,32416,4692,3894,819,1862,1737,1643,0.15581253804017042,0.05842970176506391,0.0,0.18381010346926355,0.5112598904443092,0.18137553256238587,32416,0.1745524296675192,0.829923273657289,0.9328678839957035,0.8823845327604726,60014366011,6001436601
506,"Block Group 1, Census Tract 4372, Alameda County, California",3182,2408,453,221,58,1586,39,0,51,24,27,774,173,0,437200,1,39224,5595,4909,1874,2344,2244,2081,0.14236329352608423,0.06945317410433689,0.018227529855436832,0.4984286612193589,0.24324324324324326,0.04431175361407919,39224,0.3349419124218052,0.877390527256479,0.9573378839590444,0.8877986348122867,60014372001,6001437200
507,"Block Group 3, Census Tract 4372, Alameda County, California",1374,980,263,0,0,455,128,0,134,24,110,394,78,0,437200,3,39224,5595,4909,1874,2344,2244,2081,0.19141193595342068,0.0,0.0,0.3311499272197962,0.2867540029112082,0.28820960698689957,39224,0.3349419124218052,0.877390527256479,0.9573378839590444,0.8877986348122867,60014372003,6001437200
508,"Block Group 4, Census Tract 4372, Alameda County, California",2313,1484,470,111,9,664,0,0,230,0,230,829,609,0,437200,4,39224,5595,4909,1874,2344,2244,2081,0.20319930825767402,0.04798962386511025,0.0038910505836575876,0.287073065283182,0.3584089926502378,0.19887591872027668,39224,0.3349419124218052,0.877390527256479,0.9573378839590444,0.8877986348122867,60014372004,6001437200
509,"Block Group 2, Census Tract 4372, Alameda County, California",620,522,169,82,0,213,25,33,0,0,0,98,63,0,437200,2,39224,5595,4909,1874,2344,2244,2081,0.2725806451612903,0.13225806451612904,0.0,0.3435483870967742,0.15806451612903225,0.0935483870967742,39224,0.3349419124218052,0.877390527256479,0.9573378839590444,0.8877986348122867,60014372002,6001437200
510,"Block Group 2, Census Tract 4403.05, Alameda County, California",1292,1185,283,0,0,755,80,3,64,0,64,107,53,0,440305,2,39714,3130,2870,1256,1061,1037,990,0.21904024767801858,0.0,0.0,0.5843653250773994,0.08281733746130031,0.163312693498452,39714,0.4012779552715655,0.9169329073482428,0.9773798303487277,0.9330819981149858,60014403052,6001440305
511,"Block Group 3, Census Tract 4403.05, Alameda County, California",2028,1557,391,43,0,994,66,0,63,5,58,471,84,11,440305,3,39714,3130,2870,1256,1061,1037,990,0.19280078895463512,0.021203155818540435,0.0,0.490138067061144,0.23224852071005916,0.09467455621301775,39714,0.4012779552715655,0.9169329073482428,0.9773798303487277,0.9330819981149858,60014403053,6001440305
512,"Block Group 1, Census Tract 4403.05, Alameda County, California",870,755,115,56,23,510,0,0,51,24,27,115,54,0,440305,1,39714,3130,2870,1256,1061,1037,990,0.13218390804597702,0.06436781609195402,0.026436781609195402,0.5862068965517241,0.13218390804597702,0.11724137931034483,39714,0.4012779552715655,0.9169329073482428,0.9773798303487277,0.9330819981149858,60014403051,6001440305
513,"Block Group 2, Census Tract 4506.02, Alameda County, California",1948,1855,772,46,0,859,0,0,178,0,178,93,93,0,450602,2,70669,7105,6957,4807,3538,3538,3446,0.39630390143737165,0.023613963039014373,0.0,0.44096509240246407,0.047741273100616016,0.18275154004106775,70669,0.6765657987332864,0.9791695988740323,1.0,0.9739966082532504,60014506022,6001450602
